,NCBI,massI,massS,massAvg,refmass,Maxspeed,refspeed,speedHirt,spdMissing,Stance,Diet,D3files,nofiles,Long,Rmax,Rmin,Rmed,La,LrL,LrLa,LrRmin,LrRmax,LrRmed,Morphotype,Sci_name,common_name,lineage,lineage_names,order,family
596256,596256,0.75,1.14,0.945,ADW,,,25.127683349255186,25.127683349255186,Plantigrade,herbivore,['ID 000068192'],1,50.0,2.4687158884971288,0.9001750869140374,1.669872684409095,9.287762623662895,50.0,9.287762623662895,0.9001750869140374,2.4687158884971288,1.669872684409095,1,Hemibelideus lemuroides,Lemur-like ringtail,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38609, 37889, 596255, 596256]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Diprotodontia', 'Pseudocheiridae', 'Hemibelideus', 'Hemibelideus lemuroides']",Diprotodontia,Pseudocheiridae
61378,61378,1.4,3.4,2.4,Mammals Species,35.0,Mammals Species,32.017994961278234,35.0,Digitigrade,carnivore,"['ID 000110522', 'ID 000110540']",2,98.765,4.395847620188013,1.7389249682658015,3.2314646115820045,12.049070271999714,99.1,11.927375685759813,1.7505163224408216,4.490948667941952,3.2563447597771162,1,Felis margarita,sand cat,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9681, 338152, 9682, 61378]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Felis', 'Felis margarita']",Carnivora,Felidae
61384,61384,5.8,13.3,9.55,https://www.gbif.org/,54.72,https://a-z-animals.com/,45.69381698481278,54.72,Digitigrade,carnivore,['ID 000031892'],1,155.4,6.979199497508286,3.109761736803743,5.271023682056643,19.399199553507483,155.4,19.399199553507483,3.109761736803743,6.979199497508286,5.271023682056643,1,Lynx rufus,bobcat,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9681, 338152, 13124, 61384]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Lynx', 'Lynx rufus']",Carnivora,Felidae
61394,61394,5.8,22.0,13.9,Mammals Species,80.47,https://a-z-animals.com/,50.0082918437903,80.47,Digitigrade,carnivore,['ID 000158196'],1,128.9,6.47061068105963,2.742577227021584,4.828387433804167,17.70980354596759,128.9,17.70980354596759,2.742577227021584,6.47061068105963,4.828387433804167,1,Caracal caracal,Na,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9681, 338152, 61393, 61394]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Caracal', 'Caracal caracal']",Carnivora,Felidae
61405,61405,9.0,18.0,13.5,ADW,64.37,https://a-z-animals.com/,49.67151464994733,64.37,Digitigrade,carnivore,['ID 000166839'],1,187.1,8.417396651576997,2.963957415497066,6.0620301230458296,22.35084301872255,187.1,22.35084301872255,2.963957415497066,8.417396651576997,6.0620301230458296,1,Leptailurus serval,serval,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9681, 338152, 61404, 61405]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Leptailurus', 'Leptailurus serval']",Carnivora,Felidae
61452,61452,11.0,23.0,17.0,ADW,64.37,https://a-z-animals.com/,52.3098943399857,64.37,Digitigrade,carnivore,['ID 000031925'],1,162.5,9.122313457679846,3.5461506581705775,6.470814872951864,28.765517803075863,162.5,28.765517803075863,3.5461506581705775,9.122313457679846,6.470814872951864,1,Neofelis nebulosa,Clouded leopard,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9681, 338153, 61451, 61452]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Pantherinae', 'Neofelis', 'Neofelis nebulosa']",Carnivora,Felidae
65611,65611,0.5,2.23,1.365,ADW,,,27.64869671535127,27.64869671535127,Plantigrade,omnivore,['ID 000082302'],1,45.2,2.6786243366493747,1.049701278167573,1.9089214247676924,7.820693217981868,45.2,7.820693217981868,1.049701278167573,2.6786243366493747,1.9089214247676924,1,Echymipera rufescens,long-nosed echymipera,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38611, 38627, 42732, 65611]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Peramelemorphia', 'Peroryctidae', 'Echymipera', 'Echymipera rufescens']",Peramelemorphia,Peroryctidae
65612,65612,0.72,0.72,0.72,Garland_1988_Comparative locomotor performance of marsupial,14.3,Garland_1988_Comparative locomotor performance of marsupial,23.412437417982584,14.3,Plantigrade,omnivore,['ID 000082443'],1,37.58,2.258828657069627,0.9281332093435087,1.60120788665807,6.10754244655874,37.58,6.10754244655874,0.9281332093435087,2.258828657069627,1.60120788665807,1,Isoodon obesulus,southern brown bandicoot,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38611, 9342, 37888, 65612]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Peramelemorphia', 'Peramelidae', 'Isoodon', 'Isoodon obesulus']",Peramelemorphia,Peramelidae
66440,66440,24.0,80.0,52.0,https://www.gbif.org/,,,62.111778844483396,62.111778844483396,Ungulates,herbivore,['ID 000400084'],1,191.9,12.385099185850812,6.324548644416839,9.633953688973222,32.599142060309696,191.9,32.599142060309696,6.324548644416839,12.385099185850812,9.633953688973222,2,Tragelaphus scriptus,bushbuck,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 27592, 9944, 66440]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Tragelaphus', 'Tragelaphus scriptus']",Artiodactyla,Bovidae
66444,66444,8.0,18.0,13.0,ADW,,,49.23581636853328,49.23581636853328,Ungulates,herbivore,['ID 000399999'],1,116.7,7.264993742187979,3.729083469529302,5.730323235875765,18.35286508811156,116.7,18.35286508811156,3.729083469529302,7.264993742187979,5.730323235875765,2,Oreotragus oreotragus,klipspringer,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9948, 66443, 66444]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Antilopinae', 'Oreotragus', 'Oreotragus oreotragus']",Artiodactyla,Bovidae
68741,68741,4.0,7.0,5.5,Mammals Species,,,39.707735806676475,39.707735806676475,Digitigrade,carnivore,['ID 000031941'],1,103.1,6.652253893116919,3.2335292616670572,4.869737046793235,17.377373182536957,103.1,17.377373182536957,3.2335292616670572,6.652253893116919,4.869737046793235,2,Speothos venaticus,bush dog,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9608, 68740, 68741]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Canidae', 'Speothos', 'Speothos venaticus']",Carnivora,Canidae
69308,69308,15.0,35.0,25.0,ADW,65.0,Hirt_2017_a general scaling law,56.45823025654339,65.0,Ungulates,herbivore,"['ID 000398104', 'ID 000398224']",2,125.75,9.468423458737513,5.324192275963098,7.6065645892507865,23.033163159810584,128.9,23.949237495469788,5.546939421129965,10.05966860693805,7.973567421414933,2,Eudorcas thomsonii,Thomson's gazelle,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9948, 936348, 69308]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Antilopinae', 'Eudorcas', 'Eudorcas thomsonii']",Artiodactyla,Bovidae
70687,70687,0.2,0.3,0.25,https://www.gbif.org/,,,17.782981745967668,17.782981745967668,Plantigrade,carnivore,['ID 000034008'],1,32.75,1.4925256394519664,0.8356076818529523,1.1921497013816016,4.83637918734285,32.75,4.83637918734285,0.8356076818529523,1.4925256394519664,1.1921497013816016,1,Tupaia tana,large tree shrew,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314146, 9392, 9393, 9394, 70687]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Scandentia', 'Tupaiidae', 'Tupaia', 'Tupaia tana']",Scandentia,Tupaiidae
73823,73823,17.0,22.0,19.5,Mammals Species,,,53.838839768048544,53.838839768048544,Ungulates,herbivore,"['ID 000398511', 'ID 000398528']",2,122.10000000000001,8.133477453066003,5.119764170569541,6.560756251355688,20.056766474215916,129.3,20.965626630331023,5.449420577307174,8.071694429469469,6.708954467110833,2,Tetracerus quadricornis,four-horned antelope,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 27592, 73822, 73823]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Tetracerus', 'Tetracerus quadricornis']",Artiodactyla,Bovidae
76720,76720,2.2,5.5,3.85,https://www.gbif.org/,12.7,Griffin_Heart Rate of Fishers,36.20227338700287,12.7,Plantigrade,carnivore,['ID 000106058'],1,84.46,4.461135479602314,2.4533831583850683,3.3703088161119332,13.098200955894747,84.46,13.098200955894747,2.4533831583850683,4.461135479602314,3.3703088161119332,1,Pekania pennanti,fisher,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9655, 2892069, 2892070, 76720]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Mustelidae', 'Guloninae', 'Pekania', 'Pekania pennanti']",Carnivora,Mustelidae
89462,89462,250.0,1200.0,725.0,ADW,,,48.73616585062154,48.73616585062154,Ungulates,herbivore,"['ID 000398744', 'ID 000398761']",2,275.5,22.231521882409268,10.514677521620904,17.85571447976501,72.55243646129749,295.5,83.44807104631349,11.953554112220239,24.10085739189009,19.899965174150726,2,Bubalus bubalis,water buffalo,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 27592, 9918, 89462]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Bubalus', 'Bubalus bubalis']",Artiodactyla,Bovidae
89632,89632,800.0,2000.0,1400.0,ADW,48.28,https://a-z-animals.com/,41.5790559201501,48.28,Ungulates,herbivore,"['ID 000169046', 'ID 000365710', 'ID 000365751']",3,357.43333333333334,35.846628545449214,18.36269911335385,25.72747957825592,73.87959762239278,364.0,80.2006062900144,18.240263604225667,38.223978576543516,27.00612189857366,1,Dicerorhinus sumatrensis,Sumatran rhinoceros,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 9787, 9803, 89631, 89632]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Perissodactyla', 'Rhinocerotidae', 'Dicerorhinus', 'Dicerorhinus sumatrensis']",Perissodactyla,Rhinocerotidae
9267,9267,1.0,9.0,5.0,https://www.gbif.org/,7.0,https://www.gbif.org/,38.74113561312705,7.0,Plantigrade,omnivore,['ID 000399433'],1,69.92,3.468241862567537,1.3144948130121834,2.6087142171823325,9.956781650607493,69.92,9.956781650607493,1.3144948130121834,3.468241862567537,2.6087142171823325,1,Didelphis virginiana,North American opossum,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38605, 9265, 126287, 9266, 9267]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Didelphimorphia', 'Didelphidae', 'Didelphinae', 'Didelphis', 'Didelphis virginiana']",Didelphimorphia,Didelphidae
9268,9268,1.53,1.53,1.53,ADW,,,28.481308323352593,28.481308323352593,Plantigrade,omnivore,['ID 000086079'],1,61.56,2.6807781433346527,1.0927476717048783,2.0130592733726393,7.51027430570847,61.56,7.51027430570847,1.0927476717048783,2.6807781433346527,2.0130592733726393,1,Didelphis marsupialis,southern opossum,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38605, 9265, 126287, 9266, 9268]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Didelphimorphia', 'Didelphidae', 'Didelphinae', 'Didelphis', 'Didelphis marsupialis']",Didelphimorphia,Didelphidae
9280,9280,0.3,0.9,0.6,ADW,24.14,https://a-z-animals.com/,22.32849778042318,24.14,Plantigrade,carnivore,['ID 000082293'],1,39.47,2.220438198554695,0.7642659674554548,1.5076758438924556,6.694794613692444,39.47,6.694794613692444,0.7642659674554548,2.220438198554695,1.5076758438924556,1,Dasyurus hallucatus,northern quoll,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38608, 9277, 9278, 9280]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Dasyuromorphia', 'Dasyuridae', 'Dasyurus', 'Dasyurus hallucatus']",Dasyuromorphia,Dasyuridae
9281,9281,1.8,7.0,4.4,ADW,24.0,https://animalia.bio/,37.478877402502675,24.0,Plantigrade,carnivore,['ID 000068242'],1,68.79,3.9861136771361996,1.810709526416551,2.9412461828811773,10.697203653686527,68.79,10.697203653686527,1.810709526416551,3.9861136771361996,2.9412461828811773,1,Dasyurus maculatus,spotted-tailed quoll,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38608, 9277, 9278, 9281]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Dasyuromorphia', 'Dasyuridae', 'Dasyurus', 'Dasyurus maculatus']",Dasyuromorphia,Dasyuridae
9283,9283,0.03,0.03,0.03,Iriarte-diaz_2002_differential scaling of locomotor performance in small and large mammals,17.38,Hirt_2017_a general scaling law,10.246881330626968,17.38,Plantigrade,carnivore,['ID 000082265'],1,15.14,0.7393113924666528,0.307864956862282,0.5167843314403192,2.3022302057129975,15.14,2.3022302057129975,0.307864956862282,0.7393113924666528,0.5167843314403192,1,Antechinus stuartii,brown antechinus,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38608, 9277, 9282, 9283]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Dasyuromorphia', 'Dasyuridae', 'Antechinus', 'Antechinus stuartii']",Dasyuromorphia,Dasyuridae
9301,9301,0.02,0.02,0.02,Iriarte-diaz_2002_differential scaling of locomotor performance in small and large mammals,9.7,Garland_1988_Comparative locomotor performance of marsupial,9.221636079104714,9.7,Digitigrade,carnivore,['ID 000082325'],1,11.75,0.6495698492108076,0.2859098631266333,0.4348977767108354,2.1206356665638886,11.75,2.1206356665638886,0.2859098631266333,0.6495698492108076,0.4348977767108354,1,Sminthopsis crassicaudata,fat-tailed dunnart,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38608, 9277, 9300, 9301]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Dasyuromorphia', 'Dasyuridae', 'Sminthopsis', 'Sminthopsis crassicaudata']",Dasyuromorphia,Dasyuridae
9305,9305,4.0,12.0,8.0,ADW,10.0,Garland_1988_Comparative locomotor performance of marsupial,43.70785307830566,10.0,Plantigrade,carnivore,"['ID 000086127', 'ID 000447372']",2,104.37,7.039220246182259,3.3837205168101905,5.258866894259137,20.435242193048367,109.3,21.317280347258162,3.5089547614721175,7.7543759456949966,5.71515996505041,1,Sarcophilus harrisii,Tasmanian devil,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38608, 9277, 9304, 9305]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Dasyuromorphia', 'Dasyuridae', 'Sarcophilus', 'Sarcophilus harrisii']",Dasyuromorphia,Dasyuridae
9337,9337,4.3,4.3,4.3,Christansen_1999_Scaling of the Limb Long Bones to Body Mass in Terrestrial Mammals,3.9,White 1990,37.25604357003541,3.9,Plantigrade,omnivore,['ID 000068234'],1,78.06,4.236684857282228,1.1491700575582047,2.710015069127926,15.317386848955529,78.06,15.317386848955529,1.1491700575582047,4.236684857282228,2.710015069127926,1,Trichosurus vulpecula,common brushtail,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38609, 9335, 9336, 9337]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Diprotodontia', 'Phalangeridae', 'Trichosurus', 'Trichosurus vulpecula']",Diprotodontia,Phalangeridae
